#Position (bp)	insert size
3.821261185E8	8385.54777503616
3.831046745E8	2543.7782088587132
3.840832305E8	3641.2265695342558
3.849989605E8	40361.199529134785
3.854882385E8	854.5
3.860403425E8	5336.927560366361
3.870188985E8	5668.697038724374
3.879974545E8	3161.436587739215
3.889760105E8	1069.1240045506256
3.899545665E8	2967.9157762413574
3.909196135E8	3720.7857854864433
3.91408841E8	270.5139492964048
